,temperature
2020-10-22 00:06:08+00:00,-20.9
2020-10-22 00:16:09+00:00,-21.0
2020-10-22 00:26:09+00:00,-20.9
2020-10-22 00:36:09+00:00,-20.8
2020-10-22 00:46:09+00:00,-21.2
2020-10-22 00:56:09+00:00,-21.0
2020-10-22 01:06:09+00:00,-21.1
2020-10-22 01:16:09+00:00,-21.1
2020-10-22 01:26:09+00:00,-21.0
2020-10-22 01:36:09+00:00,-21.1
2020-10-22 01:46:09+00:00,-20.9
2020-10-22 01:56:09+00:00,-21.0
2020-10-22 02:06:09+00:00,-20.9
2020-10-22 02:16:08+00:00,-7.0
2020-10-22 02:26:08+00:00,-14.7
2020-10-22 02:36:08+00:00,-17.5
2020-10-22 02:46:08+00:00,-19.2
2020-10-22 02:56:08+00:00,-20.3
2020-10-22 03:06:08+00:00,-21.1
2020-10-22 03:16:09+00:00,-20.7
2020-10-22 03:26:09+00:00,-21.4
2020-10-22 03:36:09+00:00,-21.3
2020-10-22 03:46:09+00:00,-21.0
2020-10-22 03:56:09+00:00,-21.2
2020-10-22 04:06:09+00:00,-20.6
2020-10-22 04:16:09+00:00,-18.9
2020-10-22 04:26:09+00:00,-16.8
2020-10-22 04:36:09+00:00,-14.4
2020-10-22 04:46:09+00:00,-13.2
2020-10-22 04:56:09+00:00,-16.3
2020-10-22 05:06:09+00:00,-18.0
2020-10-22 05:16:09+00:00,-19.1
2020-10-22 05:26:09+00:00,-19.9
2020-10-22 05:36:09+00:00,-20.6
2020-10-22 05:46:09+00:00,-21.0
2020-10-22 05:56:09+00:00,-20.8
2020-10-22 06:06:09+00:00,-21.0
2020-10-22 06:16:09+00:00,-21.3
2020-10-22 06:26:09+00:00,-21.0
2020-10-22 06:36:09+00:00,-20.9
2020-10-22 06:46:09+00:00,-21.4
2020-10-22 06:56:09+00:00,-21.2
2020-10-22 07:06:09+00:00,-20.9
2020-10-22 07:16:08+00:00,-21.4
2020-10-22 07:26:08+00:00,-21.3
2020-10-22 07:36:08+00:00,-21.0
2020-10-22 07:46:08+00:00,-21.1
2020-10-22 07:56:08+00:00,-21.5
2020-10-22 08:06:08+00:00,-21.4
2020-10-22 08:16:09+00:00,-20.9
2020-10-22 08:26:09+00:00,-21.4
2020-10-22 08:36:09+00:00,-21.3
2020-10-22 08:46:09+00:00,-21.0
2020-10-22 08:56:09+00:00,-21.1
2020-10-22 09:06:09+00:00,-21.4
2020-10-22 09:16:09+00:00,-21.1
2020-10-22 09:26:09+00:00,-21.0
2020-10-22 09:36:09+00:00,-21.5
2020-10-22 09:46:09+00:00,-21.2
2020-10-22 09:56:09+00:00,-21.0
2020-10-22 10:06:09+00:00,-21.1
2020-10-22 10:16:09+00:00,-19.6
2020-10-22 10:26:09+00:00,-17.4
2020-10-22 10:36:09+00:00,-15.0
2020-10-22 10:46:09+00:00,-13.9
2020-10-22 10:56:09+00:00,-17.1
2020-10-22 11:06:09+00:00,-19.0
2020-10-22 11:16:09+00:00,-19.9
2020-10-22 11:26:09+00:00,-20.7
2020-10-22 11:36:09+00:00,-20.8
2020-10-22 11:46:09+00:00,-20.4
2020-10-22 11:56:09+00:00,-20.9
2020-10-22 12:06:09+00:00,-21.2
2020-10-22 12:16:09+00:00,-21.2
2020-10-22 12:26:09+00:00,-20.9
2020-10-22 12:36:08+00:00,-21.2
2020-10-22 12:46:09+00:00,-21.0
2020-10-22 12:56:08+00:00,-20.9
2020-10-22 13:06:09+00:00,-21.5
2020-10-22 13:16:09+00:00,-21.3
2020-10-22 13:26:09+00:00,-21.1
2020-10-22 13:36:09+00:00,-21.6
2020-10-22 13:46:09+00:00,-21.2
2020-10-22 13:56:09+00:00,-20.1
2020-10-22 14:06:09+00:00,1.4
2020-10-22 14:16:09+00:00,-2.7
2020-10-22 14:26:09+00:00,-12.5
2020-10-22 14:36:09+00:00,-15.7
2020-10-22 14:46:09+00:00,-18.0
2020-10-22 14:56:09+00:00,-19.5
2020-10-22 15:06:09+00:00,-20.5
2020-10-22 15:16:09+00:00,-21.3
2020-10-22 15:26:09+00:00,-21.2
2020-10-22 15:26:10+00:00,-21.2
2020-10-22 15:36:09+00:00,-20.5
2020-10-22 15:46:09+00:00,-21.8
2020-10-22 15:56:09+00:00,-22.5
2020-10-22 16:06:09+00:00,-21.3
2020-10-22 16:16:09+00:00,-19.1
2020-10-22 16:26:09+00:00,-17.0
2020-10-22 16:36:09+00:00,-13.0
2020-10-22 16:46:09+00:00,-12.8
2020-10-22 16:56:09+00:00,-16.3
2020-10-22 17:06:09+00:00,-17.9
2020-10-22 17:16:09+00:00,-19.2
2020-10-22 17:26:09+00:00,-20.0
2020-10-22 17:36:09+00:00,-20.8
2020-10-22 17:46:09+00:00,-21.3
2020-10-22 17:56:09+00:00,-21.6
2020-10-22 18:06:09+00:00,-21.4
2020-10-22 18:16:09+00:00,-21.2
2020-10-22 18:26:09+00:00,-21.8
2020-10-22 18:36:09+00:00,-21.5
2020-10-22 18:46:09+00:00,-22.0
2020-10-22 18:56:09+00:00,-21.9
2020-10-22 19:06:09+00:00,-21.4
2020-10-22 19:16:09+00:00,-22.0
2020-10-22 19:26:09+00:00,-21.4
2020-10-22 19:36:09+00:00,-21.3
2020-10-22 19:46:09+00:00,-22.0
2020-10-22 19:56:09+00:00,-21.8
2020-10-22 20:06:09+00:00,-21.4
2020-10-22 20:16:09+00:00,-22.0
2020-10-22 20:26:09+00:00,-21.8
2020-10-22 20:36:09+00:00,-21.3
2020-10-22 20:46:09+00:00,-22.0
2020-10-22 20:56:09+00:00,-21.8
2020-10-22 21:06:09+00:00,-21.3
2020-10-22 21:16:09+00:00,-21.9
2020-10-22 21:26:09+00:00,-21.8
2020-10-22 21:36:09+00:00,-21.4
2020-10-22 21:46:09+00:00,-21.5
2020-10-22 21:56:09+00:00,-21.9
2020-10-22 22:06:09+00:00,-21.1
2020-10-22 22:16:09+00:00,-18.4
2020-10-22 22:26:09+00:00,-16.8
2020-10-22 22:36:09+00:00,-14.7
2020-10-22 22:46:09+00:00,-13.7
2020-10-22 22:56:09+00:00,-17.1
2020-10-22 23:06:09+00:00,-18.8
2020-10-22 23:16:09+00:00,-19.3
2020-10-22 23:26:09+00:00,-20.4
2020-10-22 23:36:09+00:00,-21.1
2020-10-22 23:46:09+00:00,-21.6
2020-10-22 23:56:09+00:00,-21.4
2020-10-23 00:06:09+00:00,-21.8
2020-10-23 00:16:09+00:00,-21.8
2020-10-23 00:26:09+00:00,-21.5
2020-10-23 00:36:09+00:00,-21.6
2020-10-23 00:46:09+00:00,-21.9
2020-10-23 00:56:09+00:00,-21.2
2020-10-23 01:06:09+00:00,-21.6
2020-10-23 01:16:10+00:00,-21.8
2020-10-23 01:26:10+00:00,-21.6
2020-10-23 01:36:10+00:00,-21.2
2020-10-23 01:46:10+00:00,-21.9
2020-10-23 01:56:10+00:00,-21.8
2020-10-23 02:06:09+00:00,-21.3
2020-10-23 02:16:09+00:00,-21.5
2020-10-23 02:26:09+00:00,-22.0
2020-10-23 02:36:09+00:00,-21.6
2020-10-23 02:46:09+00:00,-21.2
2020-10-23 02:56:09+00:00,-21.8
2020-10-23 03:06:09+00:00,-21.7
2020-10-23 03:16:09+00:00,-21.2
2020-10-23 03:26:09+00:00,-21.7
2020-10-23 03:36:09+00:00,-21.7
2020-10-23 03:46:09+00:00,-21.4
2020-10-23 03:56:09+00:00,-21.9
2020-10-23 04:06:09+00:00,-21.4
2020-10-23 04:16:09+00:00,-19.7
2020-10-23 04:26:09+00:00,-17.5
2020-10-23 04:36:09+00:00,-15.3
2020-10-23 04:46:09+00:00,-14.1
2020-10-23 04:56:09+00:00,-17.3
2020-10-23 05:06:09+00:00,-19.0
2020-10-23 05:16:09+00:00,-20.2
2020-10-23 05:26:09+00:00,-21.0
2020-10-23 05:36:09+00:00,-20.9
2020-10-23 05:46:09+00:00,-21.5
2020-10-23 05:56:09+00:00,-21.5
2020-10-23 06:06:09+00:00,-21.1
2020-10-23 06:16:10+00:00,-21.3
2020-10-23 06:26:10+00:00,-21.7
2020-10-23 06:36:10+00:00,-21.4
2020-10-23 06:46:10+00:00,-21.3
2020-10-23 06:56:10+00:00,-21.0
2020-10-23 07:06:10+00:00,-21.5
2020-10-23 07:16:09+00:00,-21.7
2020-10-23 07:26:09+00:00,-21.4
2020-10-23 07:36:09+00:00,-21.0
2020-10-23 07:46:09+00:00,-21.3
2020-10-23 07:56:09+00:00,-21.7
2020-10-23 08:06:09+00:00,-21.4
2020-10-23 08:16:09+00:00,-21.1
2020-10-23 08:26:09+00:00,-21.3
2020-10-23 08:36:09+00:00,-21.8
2020-10-23 08:46:09+00:00,-21.4
2020-10-23 08:56:09+00:00,-21.0
2020-10-23 09:06:09+00:00,-21.5
2020-10-23 09:16:09+00:00,-21.7
2020-10-23 09:26:09+00:00,-21.3
2020-10-23 09:36:09+00:00,-21.0
2020-10-23 09:46:09+00:00,-21.4
2020-10-23 09:56:09+00:00,-21.6
2020-10-23 10:06:09+00:00,-20.7
2020-10-23 10:16:09+00:00,-19.2
2020-10-23 10:26:09+00:00,-16.9
2020-10-23 10:36:09+00:00,-14.7
2020-10-23 10:46:09+00:00,-13.5
2020-10-23 10:56:09+00:00,-16.9
2020-10-23 11:06:09+00:00,-18.7
2020-10-23 11:16:10+00:00,7.0
2020-10-23 11:26:10+00:00,-6.3
2020-10-23 11:36:10+00:00,-12.0
2020-10-23 11:46:10+00:00,-15.0
2020-10-23 11:56:10+00:00,-16.9
2020-10-23 12:06:10+00:00,-18.7
2020-10-23 12:16:09+00:00,-19.9
2020-10-23 12:26:09+00:00,-20.9
2020-10-23 12:36:09+00:00,-21.7
2020-10-23 12:46:09+00:00,-22.2
2020-10-23 12:56:09+00:00,-22.7
2020-10-23 13:06:09+00:00,-23.0
2020-10-23 13:16:09+00:00,-10.4
2020-10-23 13:26:09+00:00,-18.2
2020-10-23 13:36:09+00:00,-20.5
2020-10-23 13:46:09+00:00,-21.7
2020-10-23 13:56:09+00:00,-22.3
2020-10-23 14:06:09+00:00,-22.7
2020-10-23 14:16:10+00:00,-23.0
2020-10-23 14:26:10+00:00,-22.7
2020-10-23 14:36:10+00:00,-22.9
2020-10-23 14:46:10+00:00,-21.0
2020-10-23 14:56:10+00:00,-22.9
2020-10-23 15:06:10+00:00,-22.0
2020-10-23 15:16:09+00:00,-23.2
2020-10-23 15:26:09+00:00,-22.2
2020-10-23 15:36:09+00:00,-23.3
2020-10-23 15:46:09+00:00,-22.6
2020-10-23 15:56:09+00:00,-23.0
2020-10-23 16:06:09+00:00,-21.4
2020-10-23 16:16:10+00:00,-16.9
2020-10-23 16:26:10+00:00,-16.3
2020-10-23 16:36:10+00:00,-14.4
2020-10-23 16:46:10+00:00,-13.3
2020-10-23 16:56:10+00:00,-16.6
2020-10-23 17:06:10+00:00,-18.6
2020-10-23 17:16:09+00:00,-19.7
2020-10-23 17:26:09+00:00,-20.5
2020-10-23 17:36:09+00:00,-21.1
2020-10-23 17:46:09+00:00,-21.6
2020-10-23 17:56:09+00:00,-21.1
2020-10-23 18:06:09+00:00,-21.9
2020-10-23 18:16:09+00:00,-21.3
2020-10-23 18:26:09+00:00,-21.9
2020-10-23 18:36:09+00:00,-21.8
2020-10-23 18:46:09+00:00,-21.3
2020-10-23 18:56:09+00:00,-22.0
2020-10-23 19:06:09+00:00,-21.6
2020-10-23 19:16:10+00:00,-20.9
2020-10-23 19:26:10+00:00,-21.5
2020-10-23 19:36:10+00:00,-22.0
2020-10-23 19:46:10+00:00,-21.4
2020-10-23 19:56:10+00:00,-21.9
2020-10-23 20:06:10+00:00,-21.7
2020-10-23 20:16:09+00:00,-21.3
2020-10-23 20:26:09+00:00,-22.1
2020-10-23 20:36:09+00:00,-21.7
2020-10-23 20:46:09+00:00,-21.6
2020-10-23 20:56:09+00:00,-22.1
2020-10-23 21:06:09+00:00,-21.3
2020-10-23 21:16:10+00:00,-21.8
2020-10-23 21:26:10+00:00,-21.8
2020-10-23 21:36:10+00:00,-21.3
2020-10-23 21:46:10+00:00,-22.1
2020-10-23 21:56:10+00:00,-21.6
2020-10-23 22:06:10+00:00,-21.6
2020-10-23 22:16:09+00:00,-19.9
2020-10-23 22:26:09+00:00,-17.7
2020-10-23 22:36:09+00:00,-15.4
2020-10-23 22:46:09+00:00,-14.3
2020-10-23 22:46:10+00:00,-14.3
2020-10-23 22:56:09+00:00,-17.5
2020-10-23 23:06:09+00:00,-19.1
2020-10-23 23:16:09+00:00,-20.3
2020-10-23 23:26:09+00:00,-21.0
2020-10-23 23:36:09+00:00,-21.6
2020-10-23 23:46:09+00:00,-21.0
2020-10-23 23:56:09+00:00,-18.3
2020-10-24 00:06:09+00:00,-21.0
2020-10-24 00:16:10+00:00,-20.9
2020-10-24 00:26:10+00:00,-20.8
2020-10-24 00:36:10+00:00,-21.0
2020-10-24 00:46:10+00:00,-21.0
2020-10-24 00:56:10+00:00,-21.1
2020-10-24 01:06:10+00:00,-21.2
2020-10-24 01:16:09+00:00,-21.2
2020-10-24 01:26:09+00:00,-21.0
2020-10-24 01:36:09+00:00,-21.0
2020-10-24 01:46:09+00:00,-20.8
2020-10-24 01:56:09+00:00,-20.7
2020-10-24 02:06:09+00:00,-20.8
2020-10-24 02:16:10+00:00,-21.2
2020-10-24 02:26:10+00:00,-21.4
2020-10-24 02:36:10+00:00,-21.5
2020-10-24 02:46:10+00:00,-21.6
2020-10-24 02:56:10+00:00,-21.5
2020-10-24 03:06:10+00:00,-21.3
2020-10-24 03:16:10+00:00,-20.9
2020-10-24 03:26:10+00:00,-20.8
2020-10-24 03:36:10+00:00,-20.7
2020-10-24 03:46:10+00:00,-20.7
2020-10-24 03:56:10+00:00,-20.8
2020-10-24 04:06:10+00:00,-20.7
2020-10-24 04:16:09+00:00,-19.2
2020-10-24 04:26:09+00:00,-17.2
2020-10-24 04:36:09+00:00,-15.0
2020-10-24 04:46:09+00:00,-13.8
2020-10-24 04:56:09+00:00,-16.8
2020-10-24 05:06:09+00:00,-18.8
2020-10-24 05:16:10+00:00,-20.1
2020-10-24 05:26:10+00:00,-20.4
2020-10-24 05:36:10+00:00,-20.6
2020-10-24 05:46:10+00:00,-20.7
2020-10-24 05:56:10+00:00,-20.8
2020-10-24 06:06:10+00:00,-20.6
2020-10-24 06:16:09+00:00,-20.6
2020-10-24 06:26:09+00:00,-20.5
2020-10-24 06:36:10+00:00,-20.4
2020-10-24 06:46:09+00:00,-20.5
2020-10-24 06:56:10+00:00,-20.5
2020-10-24 07:06:09+00:00,-20.7
2020-10-24 07:16:10+00:00,-20.9
2020-10-24 07:26:10+00:00,-20.9
2020-10-24 07:36:10+00:00,-20.8
2020-10-24 07:46:10+00:00,-20.6
2020-10-24 07:56:10+00:00,-20.4
2020-10-24 08:06:10+00:00,-20.7
2020-10-24 08:16:10+00:00,-20.9
2020-10-24 08:26:10+00:00,-20.9
2020-10-24 08:36:10+00:00,-20.6
2020-10-24 08:46:10+00:00,-20.4
2020-10-24 08:56:10+00:00,-20.6
2020-10-24 09:06:10+00:00,-20.9
2020-10-24 09:16:09+00:00,-21.0
2020-10-24 09:26:09+00:00,-20.8
2020-10-24 09:36:09+00:00,-20.4
2020-10-24 09:46:09+00:00,-20.5
2020-10-24 09:56:09+00:00,-20.7
2020-10-24 10:06:09+00:00,-20.6
2020-10-24 10:16:10+00:00,-19.2
2020-10-24 10:26:10+00:00,-17.3
2020-10-24 10:36:10+00:00,-14.9
2020-10-24 10:46:10+00:00,-13.8
2020-10-24 10:56:10+00:00,-12.7
2020-10-24 11:06:10+00:00,-6.4
2020-10-24 11:16:09+00:00,-14.7
2020-10-24 11:26:09+00:00,-17.5
2020-10-24 11:36:09+00:00,-19.3
2020-10-24 11:46:09+00:00,-19.8
2020-10-24 11:56:09+00:00,-20.1
2020-10-24 12:06:09+00:00,-20.4
2020-10-24 12:16:10+00:00,-20.4
2020-10-24 12:26:10+00:00,-19.4
2020-10-24 12:36:10+00:00,-20.5
2020-10-24 12:46:10+00:00,-20.6
2020-10-24 12:56:10+00:00,-20.7
2020-10-24 13:06:10+00:00,-20.8
2020-10-24 13:16:10+00:00,-21.0
2020-10-24 13:26:10+00:00,-21.4
2020-10-24 13:36:10+00:00,-21.4
2020-10-24 13:46:10+00:00,-21.2
2020-10-24 13:56:10+00:00,-21.1
2020-10-24 14:06:10+00:00,-20.9
2020-10-24 14:16:09+00:00,-21.1
2020-10-24 14:26:09+00:00,-21.1
2020-10-24 14:36:09+00:00,-20.9
2020-10-24 14:46:09+00:00,-20.8
2020-10-24 14:56:09+00:00,-20.7
2020-10-24 15:06:09+00:00,-20.8
2020-10-24 15:16:10+00:00,-20.9
2020-10-24 15:26:10+00:00,-21.2
2020-10-24 15:36:10+00:00,-21.2
2020-10-24 15:46:10+00:00,-20.5
2020-10-24 15:56:10+00:00,-20.6
2020-10-24 16:06:10+00:00,-20.6
2020-10-24 16:16:10+00:00,-19.1
2020-10-24 16:26:10+00:00,-17.0
2020-10-24 16:36:10+00:00,-14.7
2020-10-24 16:46:10+00:00,-13.8
2020-10-24 16:56:10+00:00,-16.8
2020-10-24 17:06:09+00:00,-18.4
2020-10-24 17:16:10+00:00,-19.6
2020-10-24 17:26:10+00:00,-20.1
2020-10-24 17:36:10+00:00,-20.5
2020-10-24 17:46:10+00:00,-20.7
2020-10-24 17:56:10+00:00,-20.6
2020-10-24 18:06:10+00:00,-20.7
2020-10-24 18:16:10+00:00,-20.7
2020-10-24 18:26:10+00:00,-20.5
2020-10-24 18:36:10+00:00,-20.6
2020-10-24 18:46:10+00:00,-20.6
2020-10-24 18:56:10+00:00,-20.5
2020-10-24 19:06:10+00:00,-20.4
2020-10-24 19:16:10+00:00,-20.5
2020-10-24 19:16:11+00:00,-20.5
2020-10-24 19:26:10+00:00,-20.6
2020-10-24 19:36:10+00:00,-20.8
2020-10-24 19:46:10+00:00,-20.9
2020-10-24 19:56:10+00:00,-21.0
2020-10-24 20:06:10+00:00,-20.8
2020-10-24 20:16:10+00:00,-20.6
2020-10-24 20:26:10+00:00,-20.6
2020-10-24 20:36:10+00:00,-20.4
2020-10-24 20:46:10+00:00,-20.5
2020-10-24 20:56:10+00:00,-20.4
2020-10-24 21:06:10+00:00,-20.5
2020-10-24 21:16:10+00:00,-20.6
2020-10-24 21:26:10+00:00,-20.8
2020-10-24 21:36:10+00:00,-20.9
2020-10-24 21:46:10+00:00,-21.0
2020-10-24 21:56:10+00:00,-20.9
2020-10-24 22:06:09+00:00,-20.1
2020-10-24 22:16:10+00:00,-18.6
2020-10-24 22:26:10+00:00,-16.6
2020-10-24 22:36:10+00:00,-14.2
2020-10-24 22:46:10+00:00,-13.4
2020-10-24 22:56:10+00:00,-16.6
2020-10-24 23:06:10+00:00,-18.2
2020-10-24 23:16:10+00:00,-19.5
2020-10-24 23:26:10+00:00,-20.3
2020-10-24 23:36:10+00:00,-20.5
2020-10-24 23:46:10+00:00,-20.4
2020-10-24 23:56:10+00:00,-20.5
2020-10-25 00:06:10+00:00,-20.5
2020-10-25 00:16:10+00:00,-20.3
2020-10-25 00:26:10+00:00,-20.3
2020-10-25 00:36:10+00:00,-20.4
2020-10-25 00:46:10+00:00,-20.5
2020-10-25 00:56:10+00:00,-20.7
2020-10-25 01:06:10+00:00,-20.8
2020-10-25 01:16:10+00:00,-20.9
2020-10-25 01:26:10+00:00,-21.0
2020-10-25 01:36:10+00:00,-21.0
2020-10-25 01:46:10+00:00,-20.9
2020-10-25 01:56:10+00:00,-20.7
2020-10-25 02:06:10+00:00,-20.7
2020-10-25 02:16:10+00:00,-20.5
2020-10-25 02:26:10+00:00,-20.4
2020-10-25 02:36:10+00:00,-20.4
2020-10-25 02:46:10+00:00,-20.4
2020-10-25 02:56:10+00:00,-20.5
2020-10-25 03:06:10+00:00,-20.7
2020-10-25 03:16:10+00:00,-20.8
2020-10-25 03:26:10+00:00,-20.7
2020-10-25 03:36:10+00:00,-20.9
2020-10-25 03:46:10+00:00,-20.8
2020-10-25 03:56:10+00:00,-20.7
2020-10-25 04:06:10+00:00,-20.2
2020-10-25 04:16:10+00:00,-18.8
2020-10-25 04:26:10+00:00,-16.6
2020-10-25 04:36:10+00:00,-14.3
2020-10-25 04:46:10+00:00,-13.5
2020-10-25 04:56:10+00:00,-16.6
2020-10-25 05:06:10+00:00,-18.3
2020-10-25 05:16:10+00:00,-19.5
2020-10-25 05:26:10+00:00,-19.8
2020-10-25 05:36:10+00:00,-19.9
2020-10-25 05:46:10+00:00,-20.1
2020-10-25 05:56:10+00:00,-20.3
2020-10-25 06:27:08+00:00,-20.5
2020-10-25 06:37:08+00:00,-20.6
2020-10-25 06:47:08+00:00,-20.8
2020-10-25 06:57:08+00:00,-20.7
2020-10-25 07:07:09+00:00,-20.8
2020-10-25 07:17:09+00:00,-20.8
2020-10-25 07:27:09+00:00,-20.7
2020-10-25 07:37:09+00:00,-20.7
2020-10-25 07:47:09+00:00,-20.5
2020-10-25 07:57:09+00:00,-20.5
2020-10-25 08:07:08+00:00,-20.3
2020-10-25 08:17:08+00:00,-20.3
2020-10-25 08:27:08+00:00,-20.3
2020-10-25 08:37:08+00:00,-20.4
2020-10-25 08:47:08+00:00,-20.5
2020-10-25 08:57:08+00:00,-20.6
2020-10-25 09:07:08+00:00,-20.7
2020-10-25 09:17:08+00:00,-20.8
2020-10-25 09:27:08+00:00,-20.7
2020-10-25 09:37:08+00:00,-20.8
2020-10-25 09:47:08+00:00,-20.6
2020-10-25 09:57:08+00:00,-20.4
2020-10-25 10:07:09+00:00,-20.3
2020-10-25 10:17:09+00:00,-8.0
2020-10-25 10:27:09+00:00,4.3
2020-10-25 10:37:09+00:00,9.0
2020-10-25 10:47:09+00:00,-3.1
2020-10-25 10:57:09+00:00,-7.1
2020-10-25 11:07:08+00:00,-11.1
2020-10-25 11:17:08+00:00,-13.7
2020-10-25 11:27:08+00:00,-15.9
2020-10-25 11:37:08+00:00,-17.4
2020-10-25 11:47:08+00:00,-18.7
2020-10-25 11:57:08+00:00,-19.6
2020-10-25 12:07:09+00:00,-20.5
2020-10-25 12:17:09+00:00,-23.8
2020-10-25 12:27:09+00:00,-21.6
2020-10-25 12:37:09+00:00,-21.4
2020-10-25 12:47:09+00:00,6.2
2020-10-25 12:57:09+00:00,-6.7
2020-10-25 13:07:09+00:00,-12.4
2020-10-25 13:17:09+00:00,-14.2
2020-10-25 13:27:08+00:00,-16.3
2020-10-25 13:37:08+00:00,-17.5
2020-10-25 13:47:08+00:00,-18.6
