,temperature
2020-10-21 13:24:08+00:00,-14.2
2020-10-21 13:34:08+00:00,-17.2
2020-10-21 13:44:07+00:00,-19.0
2020-10-21 13:54:07+00:00,-20.1
2020-10-21 14:14:08+00:00,-16.3
2020-10-21 14:24:08+00:00,-19.3
2020-10-21 14:34:08+00:00,-16.7
2020-10-21 14:44:08+00:00,-18.0
2020-10-21 14:54:08+00:00,-17.3
2020-10-21 15:14:08+00:00,-18.6
2020-10-21 15:34:07+00:00,-18.7
2020-10-21 15:44:08+00:00,-16.0
2020-10-21 15:54:07+00:00,-18.3
2020-10-21 16:04:07+00:00,-16.7
2020-10-21 16:14:07+00:00,-17.6
2020-10-21 16:24:07+00:00,-17.6
2020-10-21 16:34:08+00:00,-16.0
2020-10-21 16:44:07+00:00,-18.8
2020-10-21 16:54:08+00:00,-16.4
2020-10-21 17:04:08+00:00,-18.0
2020-10-21 17:14:08+00:00,-17.7
2020-10-21 17:24:08+00:00,-16.5
2020-10-21 17:34:08+00:00,-19.3
2020-10-21 17:44:08+00:00,-16.0
2020-10-21 17:54:08+00:00,-18.7
2020-10-21 18:14:07+00:00,-17.3
2020-10-21 18:24:07+00:00,-19.4
2020-10-21 18:34:07+00:00,-16.0
2020-10-21 18:44:07+00:00,-18.6
2020-10-21 18:54:07+00:00,-17.6
2020-10-21 19:04:07+00:00,-17.7
2020-10-21 19:14:07+00:00,-19.6
2020-10-21 19:24:07+00:00,-16.1
2020-10-21 19:44:07+00:00,-17.6
2020-10-21 19:54:07+00:00,-17.3
2020-10-21 20:19:13+00:00,-17.1
2020-10-21 20:29:13+00:00,-18.7
2020-10-21 20:39:13+00:00,-19.4
2020-10-21 20:49:14+00:00,-16.9
2020-10-21 21:09:13+00:00,-19.7
2020-10-21 21:19:13+00:00,-16.2
2020-10-21 21:29:13+00:00,-18.5
2020-10-21 21:39:13+00:00,-18.0
2020-10-21 21:49:12+00:00,-15.6
2020-10-21 21:59:12+00:00,-19.1
2020-10-21 22:09:12+00:00,-16.4
2020-10-21 22:19:13+00:00,-16.3
2020-10-21 22:29:13+00:00,-18.9
2020-10-21 22:39:13+00:00,-20.4
2020-10-21 22:59:13+00:00,-16.7
2020-10-21 23:09:13+00:00,-19.5
2020-10-21 23:19:13+00:00,-17.3
2020-10-21 23:29:12+00:00,-15.6
2020-10-21 23:49:12+00:00,-17.2
2020-10-21 23:59:12+00:00,-15.8
2020-10-22 00:09:13+00:00,-19.3
2020-10-22 00:19:13+00:00,-16.6
2020-10-22 00:29:13+00:00,-17.0
2020-10-22 00:49:13+00:00,-14.7
2020-10-22 00:59:13+00:00,-12.7
2020-10-22 01:09:13+00:00,-10.0
2020-10-22 01:19:12+00:00,-11.0
2020-10-22 01:29:12+00:00,-15.2
2020-10-22 01:39:12+00:00,-17.6
2020-10-22 01:49:12+00:00,-19.2
2020-10-22 02:09:12+00:00,-20.3
2020-10-22 02:19:13+00:00,-16.9
2020-10-22 02:29:13+00:00,-17.9
2020-10-22 02:39:13+00:00,-18.4
2020-10-22 02:49:13+00:00,-15.8
2020-10-22 02:59:13+00:00,-19.3
2020-10-22 03:09:12+00:00,-16.7
2020-10-22 03:19:13+00:00,-16.6
2020-10-22 03:29:12+00:00,-18.8
2020-10-22 03:39:12+00:00,-16.0
2020-10-22 03:59:12+00:00,-17.8
2020-10-22 04:09:12+00:00,-15.7
2020-10-22 04:19:12+00:00,-18.8
2020-10-22 04:29:13+00:00,-16.7
2020-10-22 04:39:12+00:00,-15.7
2020-10-22 04:49:13+00:00,-19.2
2020-10-22 04:59:12+00:00,-16.1
2020-10-22 05:09:12+00:00,-17.5
2020-10-22 05:19:12+00:00,-17.6
2020-10-22 05:29:12+00:00,-15.6
2020-10-22 05:39:12+00:00,-18.9
2020-10-22 05:49:12+00:00,-16.6
2020-10-22 05:59:12+00:00,-16.0
2020-10-22 06:09:12+00:00,-18.4
2020-10-22 06:29:13+00:00,-18.2
2020-10-22 06:39:13+00:00,-17.5
2020-10-22 06:49:13+00:00,-15.3
2020-10-22 06:59:13+00:00,-12.8
2020-10-22 07:09:13+00:00,-10.0
2020-10-22 07:19:13+00:00,-11.5
2020-10-22 07:29:13+00:00,-16.2
2020-10-22 07:39:13+00:00,-18.7
2020-10-22 07:49:13+00:00,-20.1
2020-10-22 07:59:13+00:00,-21.2
2020-10-22 08:09:13+00:00,-17.8
2020-10-22 08:19:12+00:00,-16.1
2020-10-22 08:29:12+00:00,-19.7
2020-10-22 08:39:13+00:00,-16.7
2020-10-22 08:49:12+00:00,-16.9
2020-10-22 08:59:12+00:00,-18.1
2020-10-22 09:09:12+00:00,-15.9
2020-10-22 09:19:13+00:00,-18.6
2020-10-22 09:29:12+00:00,-16.7
2020-10-22 09:39:12+00:00,-15.6
2020-10-22 09:49:12+00:00,-18.5
2020-10-22 09:59:12+00:00,-16.0
2020-10-22 10:09:12+00:00,-18.1
2020-10-22 10:19:12+00:00,-17.0
2020-10-22 10:39:13+00:00,-19.7
2020-10-22 10:49:12+00:00,-16.3
2020-10-22 10:59:12+00:00,-16.6
2020-10-22 11:09:12+00:00,-17.7
2020-10-22 11:29:13+00:00,-18.7
2020-10-22 11:39:13+00:00,-16.8
2020-10-22 11:49:13+00:00,-15.3
2020-10-22 11:59:13+00:00,-19.5
2020-10-22 12:09:13+00:00,-16.4
2020-10-22 12:19:13+00:00,-16.3
2020-10-22 12:29:13+00:00,-18.1
2020-10-22 12:39:13+00:00,-16.1
2020-10-22 12:49:13+00:00,-14.5
2020-10-22 12:59:13+00:00,-12.4
2020-10-22 13:09:13+00:00,-10.0
2020-10-22 13:19:13+00:00,-11.0
2020-10-22 13:28:35+00:00,-15.7
2020-10-22 13:38:36+00:00,-18.3
2020-10-22 13:58:36+00:00,-21.2
2020-10-22 14:08:35+00:00,-18.1
2020-10-22 14:18:35+00:00,-16.4
2020-10-22 14:28:36+00:00,-18.1
2020-10-22 14:38:36+00:00,-17.8
2020-10-22 14:48:36+00:00,-16.1
2020-10-22 14:58:36+00:00,-18.4
2020-10-22 15:08:35+00:00,-17.0
2020-10-22 15:18:35+00:00,-15.6
2020-10-22 15:28:36+00:00,-18.3
2020-10-22 15:38:36+00:00,-17.3
2020-10-22 15:48:36+00:00,-15.2
2020-10-22 15:58:36+00:00,-18.9
2020-10-22 16:08:36+00:00,-15.5
2020-10-22 16:18:36+00:00,-18.8
2020-10-22 16:28:35+00:00,-16.4
2020-10-22 16:38:35+00:00,-18.2
2020-10-22 16:48:35+00:00,-16.1
2020-10-22 16:58:35+00:00,-18.0
2020-10-22 17:08:35+00:00,-16.4
2020-10-22 17:18:35+00:00,-17.8
2020-10-22 17:28:35+00:00,-16.6
2020-10-22 17:38:35+00:00,-17.4
2020-10-22 17:48:36+00:00,-17.2
2020-10-22 17:58:36+00:00,-16.5
2020-10-22 18:08:35+00:00,-17.9
2020-10-22 18:18:35+00:00,-15.5
2020-10-22 18:28:36+00:00,-18.6
2020-10-22 18:38:36+00:00,-15.7
2020-10-22 18:48:36+00:00,-19.1
2020-10-22 18:58:36+00:00,-15.8
2020-10-22 19:08:36+00:00,-18.9
2020-10-22 19:18:36+00:00,-16.0
2020-10-22 19:28:35+00:00,-18.8
2020-10-22 19:48:36+00:00,-18.6
2020-10-22 19:58:35+00:00,-16.5
2020-10-22 20:08:35+00:00,-18.3
2020-10-22 20:18:35+00:00,-16.9
2020-10-22 20:28:35+00:00,-17.9
2020-10-22 20:38:35+00:00,-17.6
2020-10-22 20:48:35+00:00,-16.2
2020-10-22 20:58:36+00:00,-19.1
2020-10-22 21:08:35+00:00,-15.8
2020-10-22 21:18:36+00:00,-19.0
2020-10-22 21:28:36+00:00,-16.3
2020-10-22 21:38:36+00:00,-17.4
2020-10-22 21:48:36+00:00,-17.7
2020-10-22 21:58:36+00:00,-15.5
2020-10-22 22:08:36+00:00,-17.6
2020-10-22 22:18:36+00:00,-20.7
2020-10-22 22:28:36+00:00,-17.2
2020-10-22 22:38:36+00:00,-15.5
2020-10-22 22:48:36+00:00,-19.6
2020-10-22 22:58:36+00:00,-17.4
2020-10-22 23:08:36+00:00,-15.3
2020-10-22 23:28:36+00:00,-17.9
2020-10-22 23:38:35+00:00,-16.0
2020-10-22 23:48:35+00:00,-18.2
2020-10-22 23:58:35+00:00,-20.1
2020-10-23 00:08:35+00:00,-16.6
2020-10-23 00:18:35+00:00,-15.3
2020-10-23 00:28:36+00:00,-19.9
2020-10-23 00:48:36+00:00,-16.0
2020-10-23 00:58:36+00:00,-13.7
2020-10-23 01:08:36+00:00,-11.0
2020-10-23 01:18:36+00:00,-12.0
2020-10-23 01:28:36+00:00,-16.6
2020-10-23 01:38:36+00:00,-18.9
2020-10-23 01:48:36+00:00,-20.4
2020-10-23 01:58:36+00:00,-21.4
2020-10-23 02:08:36+00:00,-22.3
2020-10-23 02:18:36+00:00,-18.7
2020-10-23 02:28:36+00:00,-16.9
2020-10-23 02:38:35+00:00,-15.7
2020-10-23 02:48:35+00:00,-20.2
2020-10-23 02:58:36+00:00,-17.6
2020-10-23 03:08:35+00:00,-16.1
2020-10-23 03:18:35+00:00,-18.1
2020-10-23 03:28:36+00:00,-19.3
2020-10-23 03:38:36+00:00,-16.2
2020-10-23 03:48:36+00:00,-15.3
2020-10-23 03:58:36+00:00,-20.2
2020-10-23 04:08:36+00:00,-16.9
2020-10-23 04:18:36+00:00,-15.7
2020-10-23 04:28:35+00:00,-18.9
2020-10-23 04:38:35+00:00,-17.9
2020-10-23 04:48:35+00:00,-16.0
2020-10-23 04:58:35+00:00,-16.8
2020-10-23 05:08:35+00:00,-19.3
2020-10-23 05:18:35+00:00,-16.3
2020-10-23 05:28:36+00:00,-15.2
2020-10-23 05:38:36+00:00,-19.9
2020-10-23 05:48:36+00:00,-16.8
2020-10-23 05:58:36+00:00,-15.5
2020-10-23 06:08:36+00:00,-19.2
2020-10-23 06:18:36+00:00,-17.2
2020-10-23 06:28:36+00:00,-15.7
2020-10-23 06:38:36+00:00,-15.0
2020-10-23 06:48:36+00:00,-13.7
2020-10-23 06:58:36+00:00,-11.7
2020-10-23 07:08:36+00:00,-9.1
2020-10-23 07:18:36+00:00,-10.9
2020-10-23 07:28:35+00:00,-16.1
2020-10-23 07:38:35+00:00,-18.5
2020-10-23 07:48:35+00:00,-20.3
2020-10-23 07:58:36+00:00,-21.5
2020-10-23 08:08:35+00:00,-22.5
2020-10-23 08:18:36+00:00,-18.5
2020-10-23 08:28:36+00:00,-16.8
2020-10-23 08:38:36+00:00,-15.7
2020-10-23 08:48:36+00:00,-20.5
2020-10-23 08:58:36+00:00,-17.0
2020-10-23 09:08:36+00:00,-15.6
2020-10-23 09:18:36+00:00,-19.5
2020-10-23 09:28:36+00:00,-17.2
2020-10-23 09:38:36+00:00,-15.8
2020-10-23 09:48:36+00:00,-18.5
2020-10-23 09:58:36+00:00,-17.7
2020-10-23 10:08:36+00:00,-15.9
2020-10-23 10:18:36+00:00,-17.5
2020-10-23 10:28:35+00:00,-18.4
2020-10-23 10:38:35+00:00,-16.1
2020-10-23 10:48:35+00:00,-16.0
2020-10-23 10:58:36+00:00,-19.4
2020-10-23 11:08:35+00:00,-16.3
2020-10-23 11:18:35+00:00,-15.2
2020-10-23 11:28:36+00:00,-20.1
2020-10-23 11:38:36+00:00,-16.7
2020-10-23 11:48:36+00:00,-15.3
2020-10-23 11:58:36+00:00,-18.7
2020-10-23 12:08:35+00:00,-17.1
2020-10-23 12:18:35+00:00,-15.6
2020-10-23 12:28:36+00:00,-18.1
2020-10-23 12:38:36+00:00,-18.0
2020-10-23 12:48:36+00:00,-16.1
2020-10-23 12:58:36+00:00,-14.0
2020-10-23 13:08:36+00:00,-4.9
2020-10-23 13:18:36+00:00,-6.5
2020-10-23 13:28:36+00:00,-13.9
2020-10-23 13:38:37+00:00,-17.3
2020-10-23 13:48:36+00:00,-19.4
2020-10-23 14:08:36+00:00,-21.8
2020-10-23 14:28:36+00:00,-16.0
2020-10-23 14:38:36+00:00,-18.5
2020-10-23 14:48:36+00:00,-19.3
2020-10-23 14:58:36+00:00,-16.6
2020-10-23 15:08:36+00:00,-15.5
2020-10-23 15:28:36+00:00,-17.0
2020-10-23 15:38:37+00:00,-15.4
2020-10-23 15:48:36+00:00,-18.5
2020-10-23 15:58:36+00:00,-19.9
2020-10-23 16:08:36+00:00,-15.8
2020-10-23 16:18:36+00:00,-18.6
2020-10-23 16:28:35+00:00,-17.7
2020-10-23 16:38:36+00:00,-15.8
2020-10-23 16:48:36+00:00,-19.0
2020-10-23 16:58:36+00:00,-17.6
2020-10-23 17:08:35+00:00,-15.7
2020-10-23 17:18:35+00:00,-18.9
2020-10-23 17:28:36+00:00,-18.1
2020-10-23 17:38:36+00:00,-15.9
2020-10-23 17:48:36+00:00,-19.1
2020-10-23 17:58:36+00:00,-18.1
2020-10-23 18:18:36+00:00,-19.0
2020-10-23 18:28:36+00:00,-18.3
2020-10-23 18:38:36+00:00,-16.1
2020-10-23 18:48:36+00:00,-19.0
2020-10-23 18:58:37+00:00,-19.6
2020-10-23 19:08:37+00:00,-16.4
2020-10-23 19:18:36+00:00,-18.6
2020-10-23 19:28:36+00:00,-20.5
2020-10-23 19:38:37+00:00,-16.2
2020-10-23 19:48:37+00:00,-18.7
2020-10-23 19:58:36+00:00,-20.3
2020-10-23 20:18:36+00:00,-17.8
2020-10-23 20:28:36+00:00,-20.1
2020-10-23 20:38:36+00:00,-16.9
2020-10-23 20:48:36+00:00,-17.0
2020-10-23 20:58:36+00:00,-19.8
2020-10-23 21:08:36+00:00,-16.8
2020-10-23 21:18:36+00:00,-16.2
2020-10-23 21:28:36+00:00,-19.4
2020-10-23 21:38:36+00:00,-16.5
2020-10-23 21:48:36+00:00,-16.4
2020-10-23 21:58:37+00:00,-19.7
2020-10-23 22:08:36+00:00,-17.0
2020-10-23 22:18:36+00:00,-15.6
2020-10-23 22:28:37+00:00,-19.7
2020-10-23 22:38:36+00:00,-17.0
2020-10-23 22:48:36+00:00,-15.4
2020-10-23 22:58:36+00:00,-19.6
2020-10-23 23:08:36+00:00,-17.1
2020-10-23 23:18:37+00:00,-15.5
2020-10-23 23:28:36+00:00,-19.6
2020-10-23 23:38:36+00:00,-17.1
2020-10-23 23:48:36+00:00,-15.5
2020-10-23 23:58:36+00:00,-19.7
2020-10-24 00:08:36+00:00,-17.1
2020-10-24 00:18:36+00:00,-15.5
2020-10-24 00:28:36+00:00,-19.7
2020-10-24 00:38:36+00:00,-17.7
2020-10-24 00:48:36+00:00,-15.6
2020-10-24 00:58:36+00:00,-13.6
2020-10-24 01:18:36+00:00,-11.0
2020-10-24 01:28:37+00:00,-16.2
2020-10-24 01:38:37+00:00,-18.7
2020-10-24 01:48:37+00:00,-20.1
2020-10-24 01:58:37+00:00,-21.2
2020-10-24 02:08:37+00:00,-22.2
2020-10-24 02:18:37+00:00,-20.6
2020-10-24 02:28:36+00:00,-17.7
2020-10-24 02:38:36+00:00,-16.1
2020-10-24 02:48:36+00:00,-19.9
2020-10-24 02:58:36+00:00,-18.4
2020-10-24 03:08:36+00:00,-16.3
2020-10-24 03:18:36+00:00,-18.8
2020-10-24 03:28:36+00:00,-20.0
2020-10-24 03:38:36+00:00,-16.7
2020-10-24 03:48:37+00:00,-15.7
2020-10-24 03:58:36+00:00,-21.1
2020-10-24 04:08:37+00:00,-17.0
2020-10-24 04:18:36+00:00,-15.5
2020-10-24 04:28:36+00:00,-19.9
2020-10-24 04:38:36+00:00,-17.0
2020-10-24 04:48:36+00:00,-15.6
2020-10-24 04:58:36+00:00,-19.6
2020-10-24 05:08:36+00:00,-18.3
2020-10-24 05:18:36+00:00,-15.7
2020-10-24 05:28:36+00:00,-19.3
2020-10-24 05:38:36+00:00,-18.8
2020-10-24 05:48:36+00:00,-16.3
2020-10-24 05:58:36+00:00,-17.6
2020-10-24 06:08:36+00:00,-20.7
2020-10-24 06:18:36+00:00,-15.7
2020-10-24 06:28:36+00:00,-18.7
2020-10-24 06:38:36+00:00,-17.8
2020-10-24 06:48:36+00:00,-15.6
2020-10-24 06:58:36+00:00,-13.4
2020-10-24 07:08:36+00:00,-10.8
2020-10-24 07:18:35+00:00,-11.3
2020-10-24 07:28:36+00:00,-15.9
2020-10-24 07:38:36+00:00,-18.1
2020-10-24 07:48:36+00:00,-19.7
2020-10-24 07:58:36+00:00,-20.8
2020-10-24 08:08:36+00:00,-20.4
2020-10-24 08:18:36+00:00,-17.2
2020-10-24 08:28:36+00:00,-17.8
2020-10-24 08:38:36+00:00,-19.3
2020-10-24 08:48:36+00:00,-16.5
2020-10-24 08:58:36+00:00,-18.3
2020-10-24 09:08:36+00:00,-19.0
2020-10-24 09:18:36+00:00,-16.4
2020-10-24 09:28:36+00:00,-17.4
2020-10-24 09:48:35+00:00,-16.6
2020-10-24 09:58:35+00:00,-17.0
2020-10-24 10:08:35+00:00,-19.1
2020-10-24 10:18:35+00:00,-16.3
2020-10-24 10:28:35+00:00,-17.8
2020-10-24 10:38:36+00:00,-18.5
2020-10-24 10:48:36+00:00,-16.1
2020-10-24 10:58:36+00:00,-18.1
2020-10-24 11:08:36+00:00,-17.8
2020-10-24 11:18:36+00:00,-15.8
2020-10-24 11:28:36+00:00,-18.7
2020-10-24 11:38:36+00:00,-18.7
2020-10-24 11:48:36+00:00,-15.7
2020-10-24 11:58:37+00:00,-19.3
2020-10-24 12:18:36+00:00,-15.5
2020-10-24 12:28:36+00:00,-19.7
2020-10-24 12:38:36+00:00,-17.4
2020-10-24 12:48:36+00:00,-15.5
2020-10-24 12:58:36+00:00,-12.3
2020-10-24 13:08:36+00:00,-9.7
2020-10-24 13:18:36+00:00,-11.4
2020-10-24 13:28:36+00:00,-16.2
2020-10-24 13:38:36+00:00,-18.6
2020-10-24 13:48:36+00:00,-20.3
2020-10-24 14:08:36+00:00,-22.2
2020-10-24 14:18:36+00:00,-18.0
2020-10-24 14:28:36+00:00,-16.3
2020-10-24 14:38:36+00:00,-20.0
2020-10-24 14:58:36+00:00,-16.0
2020-10-24 15:08:36+00:00,-19.8
2020-10-24 15:18:36+00:00,-17.2
2020-10-24 15:28:36+00:00,-15.7
2020-10-24 15:38:36+00:00,-19.9
2020-10-24 15:48:36+00:00,-17.0
2020-10-24 15:58:36+00:00,-16.1
2020-10-24 16:08:36+00:00,-19.9
2020-10-24 16:18:37+00:00,-16.2
2020-10-24 16:28:36+00:00,-18.2
2020-10-24 16:38:37+00:00,-17.9
2020-10-24 16:48:37+00:00,-15.5
2020-10-24 16:58:37+00:00,-19.5
2020-10-24 17:08:37+00:00,-17.3
2020-10-24 17:28:37+00:00,-19.3
2020-10-24 17:38:36+00:00,-18.2
2020-10-24 17:58:36+00:00,-17.9
2020-10-24 18:08:36+00:00,-20.6
2020-10-24 18:28:36+00:00,-15.3
2020-10-24 18:38:36+00:00,-19.9
2020-10-24 18:48:36+00:00,-17.5
2020-10-24 18:58:36+00:00,-15.8
2020-10-24 19:08:36+00:00,-19.3
2020-10-24 19:18:36+00:00,-18.9
2020-10-24 19:28:36+00:00,-16.4
2020-10-24 19:38:37+00:00,-17.7
2020-10-24 19:48:37+00:00,-20.0
2020-10-24 19:58:37+00:00,-17.6
2020-10-24 20:08:37+00:00,-17.0
2020-10-24 20:18:37+00:00,-20.3
2020-10-24 20:28:37+00:00,-17.2
2020-10-24 20:38:36+00:00,-15.6
2020-10-24 20:48:36+00:00,-20.1
2020-10-24 20:58:36+00:00,-18.8
2020-10-24 21:08:36+00:00,-16.3
2020-10-24 21:18:36+00:00,-18.4
2020-10-24 21:28:36+00:00,-21.0
2020-10-24 21:38:36+00:00,-17.4
2020-10-24 21:48:36+00:00,-15.7
2020-10-24 21:58:36+00:00,-19.6
2020-10-24 22:08:37+00:00,-20.6
2020-10-24 22:18:37+00:00,-16.9
2020-10-24 22:28:36+00:00,-15.5
2020-10-24 22:38:36+00:00,-20.1
2020-10-24 22:48:36+00:00,-19.2
2020-10-24 22:58:36+00:00,-16.4
2020-10-24 23:08:36+00:00,-16.7
2020-10-24 23:28:36+00:00,-17.2
2020-10-24 23:38:36+00:00,-15.6
2020-10-24 23:48:36+00:00,-19.5
2020-10-24 23:58:36+00:00,-18.7
2020-10-25 00:08:36+00:00,-16.4
2020-10-25 00:18:36+00:00,-17.8
2020-10-25 00:28:36+00:00,-21.0
2020-10-25 00:38:36+00:00,-17.7
2020-10-25 00:48:36+00:00,-16.1
2020-10-25 00:58:36+00:00,-13.8
2020-10-25 01:08:36+00:00,-11.2
2020-10-25 01:18:36+00:00,-12.3
2020-10-25 01:28:36+00:00,-17.0
2020-10-25 01:38:36+00:00,-19.4
2020-10-25 01:48:36+00:00,-20.9
2020-10-25 01:58:37+00:00,-21.8
2020-10-25 02:08:37+00:00,-23.8
2020-10-25 02:18:37+00:00,-18.5
2020-10-25 02:28:37+00:00,-16.7
2020-10-25 02:38:36+00:00,-16.6
2020-10-25 02:48:36+00:00,-21.0
2020-10-25 02:58:36+00:00,-17.3
2020-10-25 03:08:36+00:00,-15.8
2020-10-25 03:18:36+00:00,-19.3
2020-10-25 03:28:36+00:00,-18.3
2020-10-25 03:38:36+00:00,-16.3
2020-10-25 03:48:36+00:00,-16.5
2020-10-25 03:58:36+00:00,-20.7
2020-10-25 04:08:36+00:00,-16.2
2020-10-25 04:18:36+00:00,-16.6
2020-10-25 04:28:36+00:00,-20.4
2020-10-25 04:38:36+00:00,-16.8
2020-10-25 04:48:36+00:00,-15.5
2020-10-25 04:58:36+00:00,-19.6
2020-10-25 05:08:36+00:00,-17.6
2020-10-25 05:18:36+00:00,-15.9
2020-10-25 05:28:36+00:00,-17.7
2020-10-25 05:38:37+00:00,-19.0
2020-10-25 05:48:37+00:00,-16.4
2020-10-25 06:08:37+00:00,-20.4
2020-10-25 06:18:37+00:00,-16.9
2020-10-25 06:28:37+00:00,-15.5
2020-10-25 06:38:36+00:00,-15.6
2020-10-25 06:48:36+00:00,-14.4
2020-10-25 06:58:36+00:00,-12.3
2020-10-25 07:08:36+00:00,-9.9
2020-10-25 07:18:36+00:00,-11.5
2020-10-25 07:28:36+00:00,-16.8
2020-10-25 07:38:37+00:00,-19.3
2020-10-25 07:58:36+00:00,-22.2
2020-10-25 08:08:37+00:00,-21.7
2020-10-25 08:18:36+00:00,-18.1
2020-10-25 08:28:36+00:00,-16.6
2020-10-25 08:38:36+00:00,-16.1
2020-10-25 08:48:36+00:00,-20.8
2020-10-25 08:58:36+00:00,-17.0
2020-10-25 09:08:36+00:00,-15.6
2020-10-25 09:18:36+00:00,-19.5
2020-10-25 09:28:36+00:00,-17.8
2020-10-25 09:38:36+00:00,-16.1
2020-10-25 09:48:36+00:00,-17.3
2020-10-25 09:58:36+00:00,-19.3
2020-10-25 10:08:36+00:00,-16.5
2020-10-25 10:18:36+00:00,-15.3
2020-10-25 10:28:36+00:00,-20.1
2020-10-25 10:38:36+00:00,-17.1
2020-10-25 10:48:36+00:00,-15.6
2020-10-25 10:58:36+00:00,-18.8
2020-10-25 11:08:36+00:00,-17.9
2020-10-25 11:18:36+00:00,-16.0
2020-10-25 11:28:36+00:00,-16.1
2020-10-25 11:38:36+00:00,-20.4
2020-10-25 11:58:36+00:00,-15.4
2020-10-25 12:08:36+00:00,-19.3
2020-10-25 12:28:36+00:00,-15.8
2020-10-25 12:38:36+00:00,-14.6
2020-10-25 12:58:36+00:00,-11.8
2020-10-25 13:08:36+00:00,-9.5
2020-10-25 13:18:36+00:00,-11.3
2020-10-25 13:28:36+00:00,-16.6
2020-10-25 13:38:36+00:00,-19.0
2020-10-25 13:48:36+00:00,-20.7
2020-10-25 13:58:36+00:00,-22.2
2020-10-25 14:08:36+00:00,-22.8
2020-10-25 14:18:36+00:00,-18.0
2020-10-25 14:38:37+00:00,-16.4
2020-10-25 14:48:37+00:00,-20.4
2020-10-25 14:58:37+00:00,-16.7
2020-10-25 15:08:37+00:00,-15.3
2020-10-25 15:28:37+00:00,-16.6
2020-10-25 15:38:37+00:00,-16.3
2020-10-25 15:48:37+00:00,-19.1
2020-10-25 15:58:37+00:00,-16.3
2020-10-25 16:08:37+00:00,-17.0
2020-10-25 16:18:37+00:00,-18.8
2020-10-25 16:28:37+00:00,-16.0
2020-10-25 16:38:36+00:00,-17.8
2020-10-25 16:48:36+00:00,-18.5
2020-10-25 16:58:36+00:00,-16.1
2020-10-25 17:08:36+00:00,-18.0
2020-10-25 17:18:36+00:00,-18.5
2020-10-25 17:28:36+00:00,-16.1
2020-10-25 17:38:36+00:00,-18.3
2020-10-25 17:48:37+00:00,-18.7
2020-10-25 17:58:36+00:00,-16.1
2020-10-25 18:08:36+00:00,-18.8
2020-10-25 18:18:36+00:00,-18.3
2020-10-25 18:28:36+00:00,-16.0
2020-10-25 18:38:36+00:00,-19.2
2020-10-25 18:48:36+00:00,-18.2
2020-10-25 18:58:36+00:00,-16.0
2020-10-25 19:08:36+00:00,-19.4
2020-10-25 19:18:36+00:00,-18.2
2020-10-25 19:28:36+00:00,-16.1
2020-10-25 19:38:36+00:00,-19.6
2020-10-25 19:48:36+00:00,-18.2
2020-10-25 19:58:36+00:00,-16.1
2020-10-25 20:08:36+00:00,-19.8
2020-10-25 20:18:36+00:00,-17.8
2020-10-25 20:28:36+00:00,-16.0
2020-10-25 20:38:37+00:00,-19.3
2020-10-25 20:48:37+00:00,-17.5
2020-10-25 20:58:37+00:00,-15.8
