,temperature
2020-10-21 14:12:00+00:00,-21.0
2020-10-21 14:22:00+00:00,-19.9
2020-10-21 14:32:00+00:00,-19.6
2020-10-21 14:42:00+00:00,-21.2
2020-10-21 14:52:00+00:00,-19.5
2020-10-21 15:02:00+00:00,-19.1
2020-10-21 15:12:00+00:00,-19.1
2020-10-21 15:22:00+00:00,-20.4
2020-10-21 15:32:00+00:00,-23.3
2020-10-21 15:42:00+00:00,-11.2
2020-10-21 15:52:00+00:00,-21.7
2020-10-21 16:02:00+00:00,-0.6
2020-10-21 16:12:01+00:00,5.6
2020-10-21 16:22:01+00:00,9.1
2020-10-21 16:32:01+00:00,13.1
2020-10-21 16:42:01+00:00,-0.6
2020-10-21 16:52:01+00:00,-9.2
2020-10-21 17:02:01+00:00,-9.4
2020-10-21 17:12:00+00:00,-14.8
2020-10-21 17:22:00+00:00,-19.1
2020-10-21 17:32:00+00:00,-20.2
2020-10-21 17:42:00+00:00,-14.4
2020-10-21 17:52:00+00:00,-19.4
2020-10-21 18:02:00+00:00,-22.5
2020-10-21 18:12:00+00:00,-20.1
2020-10-21 18:22:00+00:00,-17.9
2020-10-21 18:32:00+00:00,-21.1
2020-10-21 18:42:00+00:00,-14.5
2020-10-21 18:52:00+00:00,-22.4
2020-10-21 19:02:00+00:00,-21.1
2020-10-21 19:12:01+00:00,-19.5
2020-10-21 19:22:01+00:00,-14.4
2020-10-21 19:32:01+00:00,-21.6
2020-10-21 19:42:01+00:00,-22.3
2020-10-21 19:52:01+00:00,-21.5
2020-10-21 20:02:01+00:00,-20.4
2020-10-21 20:12:00+00:00,-19.0
2020-10-21 20:22:00+00:00,-18.8
2020-10-21 20:32:00+00:00,-20.1
2020-10-21 20:42:00+00:00,-21.6
2020-10-21 20:52:00+00:00,-22.8
2020-10-21 21:02:00+00:00,-20.7
2020-10-21 21:12:00+00:00,-16.2
2020-10-21 21:22:00+00:00,-20.4
2020-10-21 21:32:00+00:00,-20.5
2020-10-21 21:42:00+00:00,-21.6
2020-10-21 21:52:00+00:00,-18.9
2020-10-21 22:02:00+00:00,-17.8
2020-10-21 22:12:00+00:00,-19.8
2020-10-21 22:22:00+00:00,-21.4
2020-10-21 22:32:00+00:00,-21.9
2020-10-21 22:42:00+00:00,-21.7
2020-10-21 22:52:00+00:00,-20.7
2020-10-21 23:02:00+00:00,-17.9
2020-10-21 23:12:00+00:00,-24.5
2020-10-21 23:22:00+00:00,-22.3
2020-10-21 23:32:00+00:00,-17.3
2020-10-21 23:42:00+00:00,0.0
2020-10-21 23:52:00+00:00,3.4
2020-10-22 00:02:00+00:00,8.5
2020-10-22 00:12:00+00:00,12.8
2020-10-22 00:22:01+00:00,-6.0
2020-10-22 00:32:01+00:00,-7.8
2020-10-22 00:42:01+00:00,-14.1
2020-10-22 00:52:01+00:00,-18.4
2020-10-22 01:02:01+00:00,-21.6
2020-10-22 01:12:01+00:00,-16.7
2020-10-22 01:22:00+00:00,-22.4
2020-10-22 01:32:00+00:00,-22.0
2020-10-22 01:42:00+00:00,-21.2
2020-10-22 01:52:00+00:00,-20.3
2020-10-22 02:02:00+00:00,-19.4
2020-10-22 02:12:00+00:00,-19.3
2020-10-22 02:22:00+00:00,-20.3
2020-10-22 02:32:00+00:00,-21.5
2020-10-22 02:42:00+00:00,-22.6
2020-10-22 02:52:00+00:00,-22.6
2020-10-22 03:02:00+00:00,-21.5
2020-10-22 03:12:00+00:00,-20.0
2020-10-22 03:22:01+00:00,-18.9
2020-10-22 03:32:01+00:00,-19.3
2020-10-22 03:42:01+00:00,-20.6
2020-10-22 03:52:01+00:00,-21.8
2020-10-22 04:02:01+00:00,-22.8
2020-10-22 04:12:01+00:00,-22.0
2020-10-22 04:22:00+00:00,-20.5
2020-10-22 04:32:00+00:00,-19.2
2020-10-22 04:42:00+00:00,-19.2
2020-10-22 04:52:00+00:00,-20.3
2020-10-22 05:02:00+00:00,-21.5
2020-10-22 05:12:00+00:00,-22.7
2020-10-22 05:22:01+00:00,-22.3
2020-10-22 05:32:01+00:00,-20.8
2020-10-22 05:42:01+00:00,-19.3
2020-10-22 05:52:01+00:00,-19.2
2020-10-22 06:02:01+00:00,-20.3
2020-10-22 06:12:01+00:00,-21.5
2020-10-22 06:22:00+00:00,-22.5
2020-10-22 06:32:00+00:00,-22.3
2020-10-22 06:42:00+00:00,-22.8
2020-10-22 06:52:00+00:00,-26.1
2020-10-22 07:02:00+00:00,-27.1
2020-10-22 07:12:00+00:00,-11.7
2020-10-22 07:22:01+00:00,-0.3
2020-10-22 07:32:01+00:00,3.7
2020-10-22 07:42:01+00:00,9.2
2020-10-22 07:52:00+00:00,4.7
2020-10-22 08:02:00+00:00,-9.0
2020-10-22 08:12:00+00:00,-13.6
2020-10-22 08:22:00+00:00,-18.1
2020-10-22 08:32:00+00:00,-21.3
2020-10-22 08:42:00+00:00,-18.5
2020-10-22 08:52:00+00:00,-18.8
2020-10-22 09:02:00+00:00,-21.1
2020-10-22 09:12:00+00:00,-22.2
2020-10-22 09:22:00+00:00,-22.1
2020-10-22 09:32:00+00:00,-21.6
2020-10-22 09:42:00+00:00,-20.6
2020-10-22 09:52:00+00:00,-19.8
2020-10-22 10:02:00+00:00,-18.9
2020-10-22 10:12:00+00:00,-18.8
2020-10-22 10:22:01+00:00,-19.4
2020-10-22 10:32:01+00:00,-20.2
2020-10-22 10:42:01+00:00,-17.7
2020-10-22 10:52:01+00:00,-17.8
2020-10-22 11:02:01+00:00,-19.3
2020-10-22 11:12:01+00:00,-21.2
2020-10-22 11:22:00+00:00,-22.5
2020-10-22 11:32:00+00:00,-21.9
2020-10-22 11:42:00+00:00,-20.3
2020-10-22 11:52:00+00:00,-18.8
2020-10-22 12:02:00+00:00,0.7
2020-10-22 12:12:00+00:00,-15.9
2020-10-22 12:22:00+00:00,-22.8
2020-10-22 12:32:00+00:00,-21.3
2020-10-22 12:42:00+00:00,-18.9
2020-10-22 12:52:00+00:00,-20.4
2020-10-22 13:02:00+00:00,-22.7
2020-10-22 13:12:00+00:00,-23.0
2020-10-22 13:22:01+00:00,-21.0
2020-10-22 13:32:01+00:00,-18.9
2020-10-22 13:42:01+00:00,-20.7
2020-10-22 13:52:01+00:00,-22.9
2020-10-22 14:02:01+00:00,-20.4
2020-10-22 14:12:01+00:00,-20.3
2020-10-22 14:22:01+00:00,-25.1
2020-10-22 14:32:01+00:00,-20.6
2020-10-22 14:42:01+00:00,-23.8
2020-10-22 14:52:01+00:00,-5.4
2020-10-22 15:02:01+00:00,1.0
2020-10-22 15:12:01+00:00,4.5
2020-10-22 15:22:01+00:00,9.3
2020-10-22 15:32:01+00:00,-1.5
2020-10-22 15:42:01+00:00,-7.3
2020-10-22 15:52:01+00:00,-13.3
2020-10-22 16:02:01+00:00,-13.2
2020-10-22 16:12:01+00:00,-18.8
2020-10-22 16:22:01+00:00,-16.8
2020-10-22 16:32:01+00:00,-18.8
2020-10-22 16:42:01+00:00,-19.2
2020-10-22 16:52:01+00:00,-13.7
2020-10-22 17:02:01+00:00,-20.7
2020-10-22 17:12:01+00:00,-17.2
2020-10-22 17:22:00+00:00,-22.2
2020-10-22 17:32:00+00:00,-19.3
2020-10-22 17:42:00+00:00,-19.2
2020-10-22 17:52:00+00:00,-21.6
2020-10-22 18:02:00+00:00,-20.6
2020-10-22 18:12:00+00:00,-18.8
2020-10-22 18:22:00+00:00,-20.4
2020-10-22 18:32:00+00:00,-14.9
2020-10-22 18:42:00+00:00,-21.4
2020-10-22 18:52:00+00:00,-21.2
2020-10-22 19:02:00+00:00,-16.3
2020-10-22 19:12:00+00:00,-21.1
2020-10-22 19:22:00+00:00,-18.0
2020-10-22 19:32:00+00:00,-19.0
2020-10-22 19:42:00+00:00,-20.7
2020-10-22 19:52:00+00:00,-22.0
2020-10-22 20:02:00+00:00,-19.3
2020-10-22 20:12:00+00:00,-19.3
2020-10-22 20:22:01+00:00,-20.9
2020-10-22 20:32:01+00:00,-22.0
2020-10-22 20:42:01+00:00,-20.6
2020-10-22 20:52:01+00:00,-13.1
2020-10-22 21:02:00+00:00,-15.3
2020-10-22 21:12:00+00:00,-17.1
2020-10-22 21:22:01+00:00,-20.9
2020-10-22 21:32:01+00:00,-16.9
2020-10-22 21:42:01+00:00,-21.2
2020-10-22 21:52:01+00:00,-13.9
2020-10-22 22:02:01+00:00,-19.2
2020-10-22 22:12:01+00:00,-22.3
2020-10-22 22:22:01+00:00,-8.4
2020-10-22 22:32:01+00:00,0.3
2020-10-22 22:42:01+00:00,3.9
2020-10-22 22:52:01+00:00,8.0
2020-10-22 23:02:01+00:00,10.2
2020-10-22 23:12:01+00:00,-5.5
2020-10-22 23:22:00+00:00,-10.0
2020-10-22 23:32:00+00:00,-13.1
2020-10-22 23:42:00+00:00,-15.3
2020-10-22 23:52:00+00:00,-19.2
2020-10-23 00:02:00+00:00,-20.4
2020-10-23 00:12:00+00:00,-16.5
2020-10-23 00:22:01+00:00,-20.7
2020-10-23 00:32:01+00:00,-20.7
2020-10-23 00:42:01+00:00,-20.9
2020-10-23 00:52:01+00:00,-18.7
2020-10-23 01:02:01+00:00,-19.2
2020-10-23 01:12:01+00:00,-20.8
2020-10-23 01:22:00+00:00,-21.6
2020-10-23 01:32:00+00:00,-20.6
2020-10-23 01:42:00+00:00,-19.1
2020-10-23 01:52:00+00:00,-19.3
2020-10-23 02:02:00+00:00,-20.7
2020-10-23 02:12:00+00:00,-21.8
2020-10-23 02:22:00+00:00,-20.7
2020-10-23 02:32:00+00:00,-19.6
2020-10-23 02:42:00+00:00,-18.9
2020-10-23 02:52:00+00:00,-20.2
2020-10-23 03:02:00+00:00,-21.5
2020-10-23 03:12:00+00:00,-21.4
2020-10-23 03:22:00+00:00,-19.7
2020-10-23 03:32:00+00:00,-18.9
2020-10-23 03:42:00+00:00,-20.2
2020-10-23 03:52:00+00:00,-21.6
2020-10-23 04:02:00+00:00,-21.4
2020-10-23 04:12:00+00:00,-19.6
2020-10-23 04:22:00+00:00,-19.1
2020-10-23 04:32:01+00:00,-20.4
2020-10-23 04:42:01+00:00,-21.7
2020-10-23 04:52:01+00:00,-21.0
2020-10-23 05:02:01+00:00,-19.3
2020-10-23 05:12:01+00:00,-19.3
2020-10-23 05:22:01+00:00,-20.8
2020-10-23 05:32:01+00:00,-23.6
2020-10-23 05:42:01+00:00,-25.8
2020-10-23 05:52:01+00:00,-26.8
2020-10-23 06:02:01+00:00,-11.3
2020-10-23 06:12:01+00:00,-0.9
2020-10-23 06:22:01+00:00,3.1
2020-10-23 06:32:00+00:00,7.0
2020-10-23 06:42:00+00:00,0.3
2020-10-23 06:52:00+00:00,-8.9
2020-10-23 07:02:00+00:00,-14.1
2020-10-23 07:12:00+00:00,-18.5
2020-10-23 07:22:00+00:00,-19.7
2020-10-23 07:32:00+00:00,-20.6
2020-10-23 07:42:00+00:00,-19.7
2020-10-23 07:52:00+00:00,-18.8
2020-10-23 08:02:00+00:00,-18.5
2020-10-23 08:12:00+00:00,-19.6
2020-10-23 08:22:00+00:00,-20.7
2020-10-23 08:32:01+00:00,-21.4
2020-10-23 08:42:01+00:00,-21.1
2020-10-23 08:52:01+00:00,-19.9
2020-10-23 09:02:01+00:00,-18.9
2020-10-23 09:12:01+00:00,-19.0
2020-10-23 09:22:01+00:00,-19.9
2020-10-23 09:32:01+00:00,-20.9
2020-10-23 09:42:01+00:00,-21.7
2020-10-23 09:52:01+00:00,-20.8
2020-10-23 10:02:01+00:00,-19.5
2020-10-23 10:12:01+00:00,-18.6
2020-10-23 10:22:01+00:00,-19.5
2020-10-23 10:32:01+00:00,-20.6
2020-10-23 10:42:01+00:00,-19.9
2020-10-23 10:52:01+00:00,-20.7
2020-10-23 11:02:01+00:00,-20.2
2020-10-23 11:12:01+00:00,-19.0
2020-10-23 11:22:01+00:00,-12.9
2020-10-23 11:32:01+00:00,-20.4
2020-10-23 11:42:01+00:00,-21.6
2020-10-23 11:52:01+00:00,-21.1
2020-10-23 12:02:01+00:00,-19.6
2020-10-23 12:12:01+00:00,-18.8
2020-10-23 12:22:01+00:00,-21.1
2020-10-23 12:32:00+00:00,-21.2
2020-10-23 12:42:00+00:00,-19.8
2020-10-23 12:52:00+00:00,-18.6
2020-10-23 13:02:00+00:00,-19.5
2020-10-23 13:12:00+00:00,-23.8
2020-10-23 13:22:00+00:00,-18.2
2020-10-23 13:32:00+00:00,-19.3
2020-10-23 13:42:00+00:00,-4.5
2020-10-23 13:52:00+00:00,1.5
2020-10-23 14:02:00+00:00,4.9
2020-10-23 14:12:00+00:00,9.2
2020-10-23 14:22:00+00:00,-4.4
2020-10-23 14:32:01+00:00,-10.2
2020-10-23 14:42:01+00:00,-14.4
2020-10-23 14:52:01+00:00,-3.3
2020-10-23 15:02:01+00:00,-16.4
2020-10-23 15:12:01+00:00,-20.5
2020-10-23 15:22:00+00:00,-19.3
2020-10-23 15:32:01+00:00,-20.3
2020-10-23 15:42:01+00:00,-22.7
2020-10-23 15:52:01+00:00,-13.9
2020-10-23 16:02:01+00:00,-18.8
2020-10-23 16:12:01+00:00,-21.9
2020-10-23 16:22:01+00:00,-13.6
2020-10-23 16:32:01+00:00,-22.4
2020-10-23 16:42:01+00:00,-17.2
2020-10-23 16:52:01+00:00,-21.7
2020-10-23 17:02:01+00:00,-20.0
2020-10-23 17:12:01+00:00,-17.9
2020-10-23 17:22:01+00:00,-18.7
2020-10-23 17:32:01+00:00,-20.0
2020-10-23 17:42:01+00:00,-21.1
2020-10-23 17:52:01+00:00,-20.4
2020-10-23 18:02:01+00:00,0.0
2020-10-23 18:12:01+00:00,-20.4
2020-10-23 18:22:01+00:00,-19.1
2020-10-23 18:32:01+00:00,-15.7
2020-10-23 18:42:01+00:00,-22.2
2020-10-23 18:52:01+00:00,-21.6
2020-10-23 19:02:01+00:00,-20.3
2020-10-23 19:12:01+00:00,-19.5
2020-10-23 19:22:01+00:00,-18.6
2020-10-23 19:32:01+00:00,-16.7
2020-10-23 19:42:01+00:00,-21.3
2020-10-23 19:52:01+00:00,-22.7
2020-10-23 20:02:01+00:00,-22.6
2020-10-23 20:12:01+00:00,-23.3
2020-10-23 20:22:01+00:00,-21.3
2020-10-23 20:32:01+00:00,-22.0
2020-10-23 20:42:01+00:00,-24.2
2020-10-23 20:52:01+00:00,-25.6
2020-10-23 21:02:01+00:00,-27.0
2020-10-23 21:12:01+00:00,-10.4
2020-10-23 21:22:01+00:00,0.4
2020-10-23 21:32:01+00:00,4.0
2020-10-23 21:42:01+00:00,8.8
2020-10-23 21:52:01+00:00,4.3
2020-10-23 22:02:01+00:00,-9.7
2020-10-23 22:12:01+00:00,-12.0
2020-10-23 22:22:01+00:00,-16.8
2020-10-23 22:32:01+00:00,-18.4
2020-10-23 22:42:01+00:00,-20.6
2020-10-23 22:52:01+00:00,-21.4
2020-10-23 23:02:01+00:00,-21.3
2020-10-23 23:12:01+00:00,-19.2
2020-10-23 23:22:01+00:00,-19.1
2020-10-23 23:32:01+00:00,-22.4
2020-10-23 23:42:01+00:00,-22.6
2020-10-23 23:52:01+00:00,-18.5
2020-10-24 00:02:01+00:00,-19.0
2020-10-24 00:12:01+00:00,-14.6
2020-10-24 00:22:01+00:00,-19.7
2020-10-24 00:32:00+00:00,-18.0
2020-10-24 00:42:00+00:00,-21.8
2020-10-24 00:52:00+00:00,-19.0
2020-10-24 01:02:00+00:00,-18.9
2020-10-24 01:12:00+00:00,-20.6
2020-10-24 01:22:00+00:00,-22.2
2020-10-24 01:32:01+00:00,-23.0
2020-10-24 01:42:01+00:00,-21.6
2020-10-24 01:52:00+00:00,-19.6
2020-10-24 02:02:00+00:00,-18.4
2020-10-24 02:12:00+00:00,-20.5
2020-10-24 02:22:00+00:00,-21.6
2020-10-24 02:32:00+00:00,-23.0
2020-10-24 02:42:00+00:00,-22.6
2020-10-24 02:52:00+00:00,-20.9
2020-10-24 03:02:00+00:00,-18.9
2020-10-24 03:12:00+00:00,-19.0
2020-10-24 03:22:00+00:00,-20.6
2020-10-24 03:32:01+00:00,-22.2
2020-10-24 03:42:01+00:00,-23.1
2020-10-24 03:52:01+00:00,-21.2
2020-10-24 04:02:01+00:00,-18.8
2020-10-24 04:12:01+00:00,-20.2
2020-10-24 04:22:01+00:00,-26.2
2020-10-24 04:32:01+00:00,-27.8
2020-10-24 04:42:01+00:00,-26.6
2020-10-24 04:52:01+00:00,-6.6
2020-10-24 05:02:01+00:00,1.2
2020-10-24 05:12:01+00:00,4.8
2020-10-24 05:17:36+00:00,7.7
2020-10-24 05:27:36+00:00,5.6
2020-10-24 05:37:36+00:00,-9.9
2020-10-24 05:47:36+00:00,-15.4
2020-10-24 05:57:36+00:00,-20.0
2020-10-24 06:07:36+00:00,-18.8
2020-10-24 06:17:36+00:00,-22.2
2020-10-24 06:27:36+00:00,-22.3
2020-10-24 06:37:36+00:00,-21.7
2020-10-24 06:47:36+00:00,-20.9
2020-10-24 06:57:36+00:00,-19.9
2020-10-24 07:07:36+00:00,-18.9
2020-10-24 07:17:36+00:00,-18.8
2020-10-24 07:27:37+00:00,-19.5
2020-10-24 07:37:37+00:00,-20.5
2020-10-24 07:47:37+00:00,-21.6
2020-10-24 07:57:37+00:00,-22.5
2020-10-24 08:07:37+00:00,-22.8
2020-10-24 08:17:37+00:00,-21.6
2020-10-24 08:27:36+00:00,-19.9
2020-10-24 08:37:36+00:00,-19.0
2020-10-24 08:47:36+00:00,-19.3
2020-10-24 08:57:36+00:00,-20.2
2020-10-24 09:07:36+00:00,-21.4
2020-10-24 09:17:36+00:00,-22.5
2020-10-24 09:27:37+00:00,-22.7
2020-10-24 09:37:37+00:00,-21.1
2020-10-24 09:47:37+00:00,-19.3
2020-10-24 09:57:37+00:00,-19.0
2020-10-24 10:07:37+00:00,-20.0
2020-10-24 10:17:37+00:00,-21.2
2020-10-24 10:27:36+00:00,-22.5
2020-10-24 10:37:36+00:00,-22.9
2020-10-24 10:47:36+00:00,-21.1
2020-10-24 10:57:36+00:00,-19.1
2020-10-24 11:07:36+00:00,-19.1
2020-10-24 11:17:36+00:00,-20.2
2020-10-24 11:27:37+00:00,-21.6
2020-10-24 11:37:37+00:00,-22.6
2020-10-24 11:47:37+00:00,-19.6
2020-10-24 11:57:37+00:00,-24.9
2020-10-24 12:07:37+00:00,-26.9
2020-10-24 12:17:37+00:00,-26.4
2020-10-24 12:27:36+00:00,-8.5
2020-10-24 12:37:36+00:00,0.3
2020-10-24 12:47:36+00:00,4.3
2020-10-24 12:57:36+00:00,9.0
2020-10-24 13:07:36+00:00,-2.0
2020-10-24 13:17:36+00:00,-10.5
2020-10-24 13:27:37+00:00,-15.2
2020-10-24 13:37:37+00:00,-19.3
2020-10-24 13:47:37+00:00,-17.4
2020-10-24 13:57:37+00:00,-20.4
2020-10-24 14:07:37+00:00,-18.8
2020-10-24 14:17:37+00:00,-18.2
2020-10-24 14:27:36+00:00,-20.6
2020-10-24 14:37:36+00:00,-19.5
2020-10-24 14:47:37+00:00,-18.7
2020-10-24 14:57:36+00:00,-18.7
2020-10-24 15:07:36+00:00,-19.8
2020-10-24 15:17:36+00:00,-20.9
2020-10-24 15:27:37+00:00,-21.7
2020-10-24 15:37:37+00:00,-21.2
2020-10-24 15:47:37+00:00,-19.3
2020-10-24 15:57:37+00:00,-19.5
2020-10-24 16:07:37+00:00,-9.8
2020-10-24 16:17:37+00:00,-16.6
2020-10-24 16:27:37+00:00,-18.1
2020-10-24 16:37:36+00:00,-18.3
2020-10-24 16:47:36+00:00,-18.8
2020-10-24 16:47:37+00:00,-18.8
2020-10-24 16:57:36+00:00,-19.1
2020-10-24 17:07:36+00:00,-16.9
2020-10-24 17:17:36+00:00,-16.7
2020-10-24 17:27:37+00:00,-20.5
2020-10-24 17:37:37+00:00,-19.4
2020-10-24 17:47:37+00:00,-21.2
2020-10-24 17:57:37+00:00,-20.7
2020-10-24 18:07:37+00:00,-19.1
2020-10-24 18:17:37+00:00,-19.9
2020-10-24 18:27:37+00:00,-19.5
2020-10-24 18:37:37+00:00,-16.4
2020-10-24 18:47:37+00:00,-21.4
2020-10-24 18:57:37+00:00,-19.8
2020-10-24 19:07:37+00:00,-18.6
2020-10-24 19:17:37+00:00,-15.3
2020-10-24 19:27:36+00:00,-21.7
2020-10-24 19:37:36+00:00,-23.0
2020-10-24 19:47:36+00:00,-24.9
2020-10-24 19:57:36+00:00,-17.1
2020-10-24 20:07:36+00:00,-1.9
2020-10-24 20:17:36+00:00,2.4
2020-10-24 20:27:37+00:00,5.6
2020-10-24 20:37:37+00:00,8.6
2020-10-24 20:47:37+00:00,-5.0
2020-10-24 20:57:37+00:00,-10.7
2020-10-24 21:07:37+00:00,-14.2
2020-10-24 21:17:37+00:00,-10.2
2020-10-24 21:27:36+00:00,-8.3
2020-10-24 21:37:36+00:00,-7.6
2020-10-24 21:47:36+00:00,-7.7
2020-10-24 21:57:36+00:00,-13.1
2020-10-24 22:07:36+00:00,-16.7
2020-10-24 22:17:36+00:00,-16.5
2020-10-24 22:27:37+00:00,-19.8
2020-10-24 22:37:37+00:00,-21.5
2020-10-24 22:47:37+00:00,-19.1
2020-10-24 22:57:37+00:00,-20.2
2020-10-24 23:07:37+00:00,-21.2
2020-10-24 23:17:37+00:00,-19.2
2020-10-24 23:27:37+00:00,-21.5
2020-10-24 23:37:37+00:00,-20.6
2020-10-24 23:47:37+00:00,-18.0
2020-10-24 23:57:37+00:00,-19.5
2020-10-25 00:07:37+00:00,-21.2
2020-10-25 00:17:37+00:00,-19.4
2020-10-25 00:27:37+00:00,-18.1
2020-10-25 00:37:37+00:00,-19.6
2020-10-25 00:47:37+00:00,-20.7
2020-10-25 00:57:37+00:00,-19.2
2020-10-25 01:07:37+00:00,-19.0
2020-10-25 01:17:37+00:00,-20.6
2020-10-25 01:27:36+00:00,-20.8
2020-10-25 01:37:36+00:00,-19.1
2020-10-25 01:47:36+00:00,-18.4
2020-10-25 01:57:36+00:00,-20.5
2020-10-25 02:07:36+00:00,-15.6
2020-10-25 02:17:36+00:00,-20.0
2020-10-25 02:27:36+00:00,-7.4
2020-10-25 02:37:36+00:00,-11.8
2020-10-25 02:47:36+00:00,-18.5
2020-10-25 02:57:36+00:00,-20.2
2020-10-25 03:07:36+00:00,-21.3
2020-10-25 03:17:36+00:00,-23.6
2020-10-25 03:27:37+00:00,-24.9
2020-10-25 03:37:37+00:00,-12.5
2020-10-25 03:47:37+00:00,-1.9
2020-10-25 03:57:36+00:00,2.2
2020-10-25 04:07:36+00:00,5.5
2020-10-25 04:17:36+00:00,0.5
2020-10-25 04:27:37+00:00,-8.7
2020-10-25 04:37:37+00:00,-13.6
2020-10-25 04:47:37+00:00,-17.8
2020-10-25 04:57:37+00:00,-20.6
2020-10-25 05:07:37+00:00,-17.9
2020-10-25 05:17:37+00:00,-21.0
2020-10-25 05:27:37+00:00,-21.6
2020-10-25 05:37:37+00:00,-20.6
2020-10-25 05:47:37+00:00,-19.2
2020-10-25 05:57:37+00:00,-19.1
2020-10-25 06:07:37+00:00,-20.4
2020-10-25 06:17:37+00:00,-21.6
2020-10-25 06:27:37+00:00,-21.8
2020-10-25 06:37:37+00:00,-20.4
2020-10-25 06:47:37+00:00,-18.9
2020-10-25 06:57:37+00:00,-19.5
2020-10-25 07:07:37+00:00,-20.7
2020-10-25 07:17:37+00:00,-21.9
2020-10-25 07:27:36+00:00,-21.4
2020-10-25 07:37:36+00:00,-19.7
2020-10-25 07:47:36+00:00,-19.0
2020-10-25 07:57:36+00:00,-20.0
2020-10-25 08:07:36+00:00,-21.4
2020-10-25 08:17:36+00:00,-22.0
2020-10-25 08:27:36+00:00,-20.4
2020-10-25 08:37:36+00:00,-18.8
2020-10-25 08:47:36+00:00,-19.7
2020-10-25 08:57:36+00:00,-20.9
2020-10-25 09:07:36+00:00,-22.1
2020-10-25 09:17:36+00:00,-20.9
2020-10-25 09:27:36+00:00,-19.2
2020-10-25 09:37:36+00:00,-19.5
2020-10-25 09:47:36+00:00,-23.3
2020-10-25 09:57:36+00:00,-22.0
2020-10-25 10:07:36+00:00,-21.2
2020-10-25 10:17:36+00:00,-19.3
2020-10-25 10:27:37+00:00,-19.5
2020-10-25 10:37:37+00:00,-20.7
2020-10-25 10:47:37+00:00,-24.3
2020-10-25 10:57:37+00:00,-26.5
2020-10-25 11:07:37+00:00,-23.5
2020-10-25 11:17:37+00:00,-8.1
2020-10-25 11:27:37+00:00,-0.3
2020-10-25 11:37:37+00:00,3.2
2020-10-25 11:47:37+00:00,7.5
2020-10-25 11:57:37+00:00,-4.3
2020-10-25 12:07:37+00:00,-10.3
2020-10-25 12:17:37+00:00,-14.4
2020-10-25 12:27:37+00:00,-18.8
2020-10-25 12:37:37+00:00,-20.0
2020-10-25 12:47:37+00:00,-20.7
2020-10-25 12:57:37+00:00,-19.5
2020-10-25 13:07:37+00:00,-18.5
2020-10-25 13:17:37+00:00,-19.3
2020-10-25 13:27:37+00:00,-20.8
2020-10-25 13:37:37+00:00,-21.7
2020-10-25 13:47:37+00:00,-20.9
2020-10-25 13:57:37+00:00,-19.7
